"Age","Commute Distance","Weekly Working Hours","Productivity Before","Productivity After","Training Hours","Employee performance","Years of Experience","Gross Income","Bonus","Team Size","Male_Gender","Female_Gender","Single_Marital Status","Married_Marital Status","Full-Time_Employee Type","Part-Time_Employee Type","Contract_Employee Type","Remote_Employee Type","Flexible_Shift Type","Day_Shift Type","Night_Shift Type","Tabriz_Location","Mashhad_Location","Other Cities_Location","Karaj_Location","Tehran_Location","Shiraz_Location","Isfahan_Location","Public_Vehicle type","Private_Vehicle type","Poor_Health Status","Average_Health Status","Good_Health Status","Finance_Department","Design_Department","Management_Department","IT_Department","Sales_Department","Marketing_Department","Operations_Department","R&D_Department","HR_Department","Yes_Overtime","No_Overtime","No_Promotion Status","Yes_Promotion Status","Advanced_English Language Level","Basic_English Language Level","Intermediate_English Language Level","Percentage_Bonus Type","Fixed_Bonus Type","Quality-Supervisor_Current Skill","UI-Design_Current Skill","Sale_Current Skill","Production_Current Skill","UX-Design_Current Skill","Finance_Current Skill","Data-Science_Current Skill","Project-Management_Current Skill","Business Strategy_Current Skill","Marketing_Current Skill","Programming_Current Skill","Artificial-Intelligence_Current Skill","Customer-Relation_Current Skill","Management_Current Skill","Low_Employee Satisfaction","Medium_Employee Satisfaction","High_Employee Satisfaction","Workshop_Training Type","None_Training Type","In-Person_Training Type","Online_Training Type","Senior_Job Level","Mid-Level_Job Level","Junior_Job Level","Intern_Job Level","PhD_Education Level","Master_Education Level","Diploma_Education Level","Bachelor_Education Level","No_Insurance Status","Yes_Insurance Status","None_Insurance Type","Both_Insurance Type","Life_Insurance Type","Health_Insurance Type","Manager_Work Position","Employee_Work Position","Cluster","Cluster (#1)","Prediction (Cluster)","Prediction_Final"
15.384615384615387,56.24999999999999,12.820512820512825,20.40816326530613,36.764705882352935,21.008403361344538,37.5,12.5,11.188538570245116,2.5840441545408943,0,100,0,0,100,0,0,0,100,100,0,0,0,0,0,0,100,0,0,0,100,100,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,0,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,100,0,0,0,100,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
80.76923076923077,81.24999999999999,66.66666666666666,79.5918367346939,73.52941176470588,78.15126050420169,87.5,75,56.45297152046336,89.78926241846463,85.71428571428571,100,0,100,0,0,0,100,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,0,0,0,100,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,100,0,0,0,100,0,0,0,100,0,100,0,0,0,100,0,"cluster_2","cluster_2","cluster_2","Increased responsibility and promotion path"
80.76923076923077,66.66666666666666,82.05128205128204,91.83673469387757,88.23529411764704,16.80672268907563,100,62.5,89.11393903109708,23.43201204214752,78.57142857142857,0,100,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,100,100,0,100,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,100,100,0,"cluster_2","cluster_2","cluster_2","Increased responsibility and promotion path"
46.15384615384616,31.249999999999996,51.28205128205128,28.571428571428584,38.23529411764705,31.092436974789916,12.5,100,30.401957576559205,15.955845459106873,0,0,100,100,0,0,0,0,100,0,100,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,0,100,0,0,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
7.692307692307693,45.83333333333332,84.61538461538461,87.75510204081634,79.41176470588235,22.689075630252102,75,0,3.6436542357306454,11.816357250376319,0,100,0,0,100,0,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,0,0,0,100,100,0,0,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
76.92307692307693,14.583333333333332,92.30769230769232,71.42857142857143,72.05882352941177,62.18487394957983,87.5,62.5,47.382820386085335,2.9854490717511304,42.857142857142854,100,0,0,100,0,0,0,100,100,0,0,100,0,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,100,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,100,0,0,0,100,0,"cluster_2","cluster_2","cluster_2","Increased responsibility and promotion path"
23.07692307692308,52.08333333333332,100,2.0408163265306243,20.588235294117645,56.30252100840336,87.5,12.5,11.598919573677142,64.82689412945308,0,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,100,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
61.53846153846155,6.249999999999999,94.87179487179486,69.38775510204083,76.47058823529412,93.27731092436974,87.5,87.5,69.45115456640237,7.902659307576519,0,0,100,0,100,0,0,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
57.69230769230769,49.99999999999999,10.256410256410255,87.75510204081634,63.23529411764705,0,0,100,80.32433674215265,12.59407927747115,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
53.846153846153854,64.58333333333333,64.10256410256409,32.653061224489804,48.52941176470588,81.5126050420168,12.5,100,66.32474050972176,62.92022077270447,0,0,100,100,0,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,100,0,0,0,0,100,0,100,0,100,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,0,0,100,0,0,0,0,100,0,100,0,0,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
15.384615384615387,75,58.97435897435897,91.83673469387757,94.11764705882351,29.411764705882355,50,12.5,14.373777384839224,90.84295032614149,0,100,0,100,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,100,0,0,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
96.15384615384616,18.749999999999996,23.076923076923073,67.34693877551022,69.11764705882351,37.81512605042017,37.5,87.5,40.58038107304712,67.98795785248369,71.42857142857142,0,100,0,100,100,0,0,0,0,100,0,0,0,0,0,0,0,100,0,100,100,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,0,100,0,"cluster_2","cluster_2","cluster_2","Increased responsibility and promotion path"
34.61538461538463,60.41666666666666,15.38461538461538,81.6326530612245,73.52941176470588,39.49579831932773,37.5,37.5,19.193926778839796,16.833918715504268,0,0,100,0,100,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
61.53846153846155,93.74999999999999,66.66666666666666,79.5918367346939,76.47058823529412,100,100,87.5,62.60625004350944,16.457601605619672,0,100,0,100,0,0,0,0,100,0,100,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,100,0,100,0,0,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
84.61538461538461,14.583333333333332,33.333333333333336,20.40816326530613,39.70588235294117,19.327731092436974,25,50,66.79812317695463,84.16959357752133,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,0,0,0,0,100,0,0,0,100,0,0,100,0,100,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,100,0,0,0,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
7.692307692307693,79.16666666666666,82.05128205128204,63.26530612244899,73.52941176470588,84.87394957983193,87.5,0,1.3891692830341054,0.7777220270948337,0,0,100,100,0,100,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,100,0,0,0,0,100,0,0,0,0,0,0,100,0,100,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
42.30769230769232,2.083333333333333,12.820512820512825,95.91836734693878,85.29411764705881,39.49579831932773,12.5,37.5,19.662784464694703,9.157049673858507,0,0,100,100,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,0,100,100,0,100,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
7.692307692307693,41.66666666666666,61.53846153846154,100,98.52941176470586,9.243697478991598,12.5,0,8.990441847027784,63.59759157049673,0,100,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,100,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
0,85.41666666666666,51.28205128205128,18.367346938775526,36.764705882352935,24.369747899159663,25,0,9.23722736987198,67.3607626693427,0,0,100,100,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,100,100,0,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
65.38461538461539,4.166666666666666,74.35897435897436,51.020408163265316,64.70588235294116,33.61344537815126,100,50,62.216057418532934,85.47415955845459,0,100,0,0,100,100,0,0,0,100,0,0,0,0,0,100,0,0,0,0,100,0,100,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,100,0,0,0,0,100,0,100,0,0,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
76.92307692307693,18.749999999999996,17.94871794871795,65.30612244897961,72.05882352941177,48.739495798319325,37.5,62.5,62.64941140434538,76.8941294530858,42.857142857142854,100,0,0,100,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,100,0,0,0,100,0,100,0,0,0,100,0,"cluster_2","cluster_2","cluster_2","Increased responsibility and promotion path"
46.15384615384616,58.33333333333332,25.641025641025642,36.73469387755104,48.52941176470588,58.82352941176471,37.5,50,17.801276740899567,88.61013547415956,0,100,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,0,100,0,0,0,100,0,0,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
61.53846153846155,16.666666666666664,82.05128205128204,81.6326530612245,58.8235294117647,0,12.5,62.5,61.39738386461256,21.274460612142498,0,0,100,100,0,100,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,100,0,0,0,100,0,100,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
100,52.08333333333332,46.15384615384615,69.38775510204083,66.17647058823528,44.53781512605042,0,100,89.98830466351544,24.18464626191671,35.71428571428571,0,100,100,0,0,0,100,0,0,0,100,0,0,100,0,0,0,0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,0,100,100,0,0,0,100,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,100,0,100,0,0,0,100,0,0,0,0,100,0,100,0,0,100,0,"cluster_2","cluster_2","cluster_2","Increased responsibility and promotion path"
23.07692307692308,45.83333333333332,64.10256410256409,59.18367346938777,69.11764705882351,82.3529411764706,37.5,12.5,14.978384512032973,83.44204716507777,0,0,100,100,0,0,0,0,100,0,0,100,0,0,0,0,0,0,100,100,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,100,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,100,0,100,0,0,100,0,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
65.38461538461539,79.16666666666666,100,38.77551020408164,48.52941176470588,92.43697478991596,100,87.5,33.6261808461019,70.3963873557451,50,0,100,0,100,0,0,0,100,100,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,100,0,0,0,0,0,0,0,100,0,100,0,0,100,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,100,0,0,0,100,0,0,0,0,100,0,100,0,0,100,0,"cluster_2","cluster_2","cluster_2","Increased responsibility and promotion path"
57.69230769230769,66.66666666666666,76.92307692307693,97.95918367346941,89.70588235294116,90.75630252100841,100,87.5,76.81852040070451,21.45007526342198,0,0,100,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,0,100,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,100,0,0,0,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
69.23076923076923,14.583333333333332,94.87179487179486,57.14285714285715,41.17647058823528,0,50,62.5,83.26487848684624,22.880080280983442,35.71428571428571,100,0,100,0,0,0,100,0,0,100,0,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,0,0,0,100,0,"cluster_2","cluster_2","cluster_2","Increased responsibility and promotion path"
84.61538461538461,6.249999999999999,56.4102564102564,100,91.17647058823528,30.252100840336134,50,75,86.84030992641685,79.02659307576518,64.28571428571428,100,0,100,0,0,0,0,100,0,100,0,0,0,0,0,0,100,0,100,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,100,0,0,0,100,0,0,0,100,0,0,0,100,0,100,0,0,0,100,0,"cluster_2","cluster_2","cluster_2","Increased responsibility and promotion path"
11.538461538461547,99.99999999999999,97.43589743589743,81.6326530612245,85.29411764705881,98.31932773109244,100,12.5,12.52271192576246,0.5268439538384353,0,100,0,0,100,0,0,0,100,0,0,100,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,100,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,100,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
34.61538461538463,6.249999999999999,17.94871794871795,38.77551020408164,49.99999999999999,21.84873949579832,12.5,25,20.14904592508023,5.469141996989466,0,100,0,0,100,0,100,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,100,0,0,0,0,0,0,0,0,100,100,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,100,0,0,100,0,0,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
7.692307692307693,60.41666666666666,30.769230769230766,73.46938775510206,69.11764705882351,71.42857142857143,0,0,2.242998461506332,88.2589061716006,0,100,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,0,100,0,0,100,0,100,0,0,0,0,0,0,0,100,0,0,100,100,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
3.846153846153854,85.41666666666666,46.15384615384615,93.87755102040818,95.58823529411762,31.092436974789916,0,0,7.694904870968417,84.39538384345208,0,0,100,0,100,100,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,0,0,0,100,0,0,100,0,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
84.61538461538461,20.833333333333332,64.10256410256409,65.30612244897961,69.11764705882351,99.15966386554622,37.5,62.5,36.07384769608833,9.006522829904666,64.28571428571428,100,0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,100,0,0,100,0,0,0,0,100,0,0,100,0,100,0,"cluster_2","cluster_2","cluster_2","Increased responsibility and promotion path"
23.07692307692308,31.249999999999996,64.10256410256409,26.530612244897966,47.05882352941176,43.69747899159664,50,12.5,15.721177608999843,11.113898645258404,0,100,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,100,100,0,100,0,0,100,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100,0,0,0,100,0,100,0,0,0,100,0,100,"cluster_0","cluster_0","cluster_0","Time management training + Personal coaching"
15.384615384615387,27.083333333333332,56.4102564102564,83.6734693877551,60.29411764705882,0,37.5,12.5,13.689460970295238,2.5840441545408943,0,0,100,0,100,0,100,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,100,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,100,0,0,0,100,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
19.23076923076924,35.41666666666666,30.769230769230766,18.367346938775526,38.23529411764705,89.07563025210084,12.5,12.5,16.334138547968287,14.927245358755647,0,100,0,0,100,0,100,0,0,0,100,0,0,0,0,100,0,0,0,100,0,0,100,0,0,0,0,0,0,0,100,0,0,0,100,100,0,0,100,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,100,0,0,0,100,100,0,100,0,0,0,0,100,"cluster_1","cluster_1","cluster_1","Specialized skill improvement and regular feedback"
